gene,gene_ID,chrom,strand,gene_start,gene_end,name
Lrp3,NM_001024707,chr7,-,35200877,35215345,chr7-1286
Wdr88,NM_001370886,chr7,-,35236234,35275556,chr7-1289
Gpatch1,NM_026181,chr7,-,35276543,35318440,chr7-1290
Rhpn2,NM_027897,chr7,+,35334236,35392287,chr7-1291
Cep89,NM_028120,chr7,+,35397062,35439830,chr7-1293
Faap24,NM_178643,chr7,-,35392151,35396767,chr7-1293
Slc7a9,NM_001199016,chr7,+,35449097,35466034,chr7-1295
Tdrd12,NM_028034,chr7,-,35493609,35537744,chr7-1299
Nudt19,NM_033080,chr7,-,35547184,35555928,chr7-1300
Ankrd27,NR_152519,chr7,+,35586246,35639237,chr7-1301
Rgs9bp,NM_145840,chr7,-,35578995,35585582,chr7-1301
Pdcd5,NM_019746,chr7,-,35641984,35647482,chr7-1303
Dpy19l3,NM_178704,chr7,-,35685499,35754454,chr7-1308
E130304I02Rik,NR_033567,chr7,+,35802591,35838074,chr7-1310
Zfp507,NM_177739,chr7,-,35772345,35802989,chr7-1310
Tshz3,NM_172298,chr7,+,36698117,36773553,chr7-1345
Zfp536,NM_172385,chr7,-,37479108,37769752,chr7-1388
Uri1,NM_011274,chr7,-,37959991,38019552,chr7-1398
Ccne1,NM_007633,chr7,-,38097983,38107490,chr7-1402
1600014C10Rik,NM_001085385,chr7,+,38183216,38197565,chr7-1405
Plekhf1,NM_024413,chr7,-,38220653,38227994,chr7-1407
Pop4,NM_025390,chr7,-,38262819,38271348,chr7-1408
Gm28453,NR_153827,chr7,+,38379382,38443215,chr7-1413
Gm5591,NM_001013810,chr7,-,38518138,38528193,chr7-1419
Gm21276,NR_073038,chr7,-,38762405,38770304,chr7-1427
1700010N08Rik,NR_153826,chr7,+,38791660,38860532,chr7-1428
Gm5114,NM_177890,chr7,-,39407293,39413160,chr7-1450
Zfp939,NM_001243021,chr7,+,39449517,39477416,chr7-1451
Zfp619,NM_001004139,chr7,+,39517765,39540415,chr7-1454
4933402C06Rik,NR_045504,chr7,+,40674736,40691260,chr7-1500
Vstm2b,NM_021387,chr7,+,40899277,40929968,chr7-1509
A230077H06Rik,NR_040329,chr7,-,40849152,40898324,chr7-1509
4930433I11Rik,NM_207248,chr7,+,40987608,40994833,chr7-1513
Gm4884,NM_183166,chr7,+,41032718,41045302,chr7-1515
1700110I07Rik,NR_131068,chr7,-,41060616,41089843,chr7-1517
Gm5592,NM_001033782,chr7,+,41284326,41290183,chr7-1525
AI987944,NM_001199330,chr7,-,41372929,41393379,chr7-1529
Vmn2r57,NM_177764,chr7,-,41399731,41448641,chr7-1531
AW146154,NM_001033530,chr7,-,41478873,41499890,chr7-1533
Zfp788,NM_023363,chr7,+,41633530,41650881,chr7-1539
Vmn2r-ps54,NR_004441,chr7,+,41668013,41727193,chr7-1540
Vmn2r58,NM_001105055,chr7,-,41836880,41872670,chr7-1548
Vmn2r59,NM_001105056,chr7,-,42011791,42058981,chr7-1556
Vmn2r60,NM_001105057,chr7,+,42116470,42195776,chr7-1558
Vmn2r61,NM_001105058,chr7,+,42260052,42300755,chr7-1564
Vmn2r-ps60,NR_028441,chr7,-,42430104,42430369,chr7-1571
4933421I07Rik,NM_001370772,chr7,-,42445454,42448102,chr7-1571
Zfp141,NM_001309388,chr7,-,42473385,42505753,chr7-1574
Zfp977,NM_001362112,chr7,-,42579396,42592545,chr7-1577
Zfp976,NM_001242388,chr7,-,42609525,42642604,chr7-1579
Zfp975,NM_001008427,chr7,-,42660107,42692718,chr7-1581
Vmn2r62,NM_001105059,chr7,-,42764437,42793496,chr7-1585
Gm2381,NR_046214,chr7,-,42816826,42867234,chr7-1588
Vmn2r63,NM_001105060,chr7,-,42903250,42933789,chr7-1591
Vmn2r126,NM_001105061,chr7,+,43018797,43048106,chr7-1594
Zfp936,NM_001034893,chr7,+,43177589,43192109,chr7-1601
EU599041,NM_001177525,chr7,+,43214038,43226842,chr7-1602
Zfp715,NM_027264,chr7,-,43296522,43313300,chr7-1606
Siglecf,NM_001271019,chr7,+,43351340,43359470,chr7-1608
Siglecg,NM_172900,chr7,+,43408279,43418349,chr7-1610
Nkg7,NM_024253,chr7,+,43437137,43438246,chr7-1611
Cldnd2,NM_028849,chr7,+,43440815,43443320,chr7-1611
Etfb,NM_026695,chr7,+,43444071,43457800,chr7-1611
Lim2,NM_177693,chr7,+,43430098,43435995,chr7-1611
Gm38999,NM_001370852,chr7,+,43427669,43429836,chr7-1611
Mir7051,NR_106018,chr7,+,43457496,43457569,chr7-1612
Vsig10l,NM_001290316,chr7,+,43463150,43472014,chr7-1612
Iglon5,NM_001164518,chr7,-,43472904,43490211,chr7-1613
4931406B18Rik,NM_028737,chr7,-,43492043,43505938,chr7-1614
Cd33,NM_001111058,chr7,-,43527455,43533171,chr7-1615
Zfp658,NM_001008549,chr7,+,43562369,43575461,chr7-1616
Zfp719,NM_172482,chr7,+,43579585,43593710,chr7-1617
Zfp819,NM_001355131,chr7,+,43607168,43618279,chr7-1618
Ceacam18,NM_028236,chr7,+,43634738,43649294,chr7-1619
Ctu1,NM_145582,chr7,+,43672030,43678297,chr7-1620
Siglece,NM_031181,chr7,-,43651069,43660161,chr7-1620
Klk14,NM_174866,chr7,+,43690417,43695536,chr7-1621
Klk13,NM_001039042,chr7,+,43712566,43726758,chr7-1622
Klk12,NM_027097,chr7,+,43769099,43773481,chr7-1624
Klk11,NM_001177373,chr7,+,43774616,43779262,chr7-1624
2310002F09Rik,NR_077063,chr7,-,43745465,43755936,chr7-1624
Klk9,NM_028660,chr7,+,43791890,43796756,chr7-1625
Klk8,NM_001324398,chr7,+,43797576,43803826,chr7-1625
Klk10,NM_133712,chr7,+,43781053,43785410,chr7-1625
Klk6,NM_001164698,chr7,+,43824543,43832027,chr7-1626
Klk7,NM_011872,chr7,+,43811293,43816387,chr7-1626
Klk5,NM_026806,chr7,+,43842268,43851181,chr7-1627
Klk4,NM_019928,chr7,+,43881159,43885804,chr7-1629
Klk1b7-ps,NR_033120,chr7,+,43945011,43945927,chr7-1631
Klk15,NM_174865,chr7,+,43933770,43939590,chr7-1631
Klk1b8,NM_008457,chr7,+,43950665,43954944,chr7-1632
Klk1b1,NM_010645,chr7,+,43966750,43971318,chr7-1632
Klk1b9,NM_010116,chr7,+,43976060,43980376,chr7-1633
Klk1b11,NM_010640,chr7,+,43995876,43999875,chr7-1633
Klk1b26,NM_010644,chr7,+,44012677,44016969,chr7-1634
Egfbp2,NM_010115,chr7,+,44012696,44016968,chr7-1634
Klk1b27,NM_020268,chr7,+,44052289,44056711,chr7-1636
Klk1b22,NM_010114,chr7,+,44112672,44116922,chr7-1638
Klk1b21,NM_010642,chr7,+,44102291,44106583,chr7-1638
Klk1b16,NM_008454,chr7,+,44137289,44141610,chr7-1639
Klk1b3,NM_008693,chr7,+,44198190,44202351,chr7-1641
Klk1b24,NM_010643,chr7,+,44188235,44192451,chr7-1641
Klk1b4,NM_010915,chr7,+,44207432,44211754,chr7-1642
Klk1b5,NM_008456,chr7,+,44216473,44220703,chr7-1642
Klk1,NM_001320332,chr7,+,44225359,44229622,chr7-1643
2410002F23Rik,NM_025880,chr7,+,44246721,44252319,chr7-1643
Snord88c,NR_028534,chr7,+,44249854,44249938,chr7-1643
1700028J19Rik,NR_029436,chr7,-,44229929,44236122,chr7-1643
Gm15517,NR_152170,chr7,+,44261477,44261891,chr7-1644
Snord88a,NR_028533,chr7,+,44250149,44250221,chr7-1644
Gm18905,NM_001361137,chr7,-,44267616,44273158,chr7-1644
Acp4,NM_001195034,chr7,-,44253086,44257204,chr7-1644
Shank1,NM_001034115,chr7,+,44310263,44358353,chr7-1646
Clec11a,NM_009131,chr7,-,44303765,44306959,chr7-1646
Syt3,NM_016663,chr7,+,44384125,44400030,chr7-1649
1700008O03Rik,NM_027049,chr7,-,44360044,44375030,chr7-1649
Lrrc4b,NM_198250,chr7,+,44442486,44463344,chr7-1651
Josd2,NM_001360604,chr7,+,44467979,44471658,chr7-1652
Aspdh,NM_026690,chr7,+,44465434,44467751,chr7-1652
Mir7052,NR_106019,chr7,+,44470346,44470411,chr7-1652
5430431A17Rik,NR_131001,chr7,+,44484516,44485413,chr7-1653
Fam71e1,NM_001357650,chr7,+,44496594,44501134,chr7-1653
Emc10,NM_001355107,chr7,-,44489937,44496513,chr7-1653
Mybpc2,NM_146189,chr7,-,44501698,44524669,chr7-1654
Spib,NM_019866,chr7,-,44525994,44532071,chr7-1655
Mir7053,NR_106020,chr7,-,44538105,44538178,chr7-1655
Pold1,NM_011131,chr7,-,44532743,44548815,chr7-1655
Napsa,NM_008437,chr7,+,44572444,44586846,chr7-1656
Nr1h2,NM_001285519,chr7,-,44549615,44553965,chr7-1656
Kcnc3,NM_008422,chr7,+,44590885,44604751,chr7-1657
2310016G11Rik,NR_152106,chr7,+,44668232,44678235,chr7-1660
Myh14,NM_001271540,chr7,-,44605802,44670843,chr7-1660
Izumo2,NM_001368390,chr7,+,44708729,44719848,chr7-1662
Vrk3,NM_133945,chr7,+,44748628,44777514,chr7-1663
Zfp473,NM_178734,chr7,-,44731481,44748617,chr7-1663
Nup62,NM_053074,chr7,+,44816087,44831836,chr7-1666
Il4i1b,NM_001171024,chr7,+,44816369,44840803,chr7-1666
Atf5,NR_033136,chr7,-,44812255,44816658,chr7-1666
Akt1s1,NM_001290694,chr7,+,44849634,44855421,chr7-1667
Il4i1,NM_010215,chr7,+,44836287,44840809,chr7-1667
Mir707,NR_030488,chr7,+,44849698,44849771,chr7-1667
Tbc1d17,NM_001042655,chr7,-,44840775,44849079,chr7-1667
Pnkp,NM_021549,chr7,+,44857145,44862929,chr7-1668
Ptov1,NM_133949,chr7,-,44863066,44869668,chr7-1668
Fuz,NM_027376,chr7,+,44896078,44900624,chr7-1669
Med25,NM_001331206,chr7,-,44876764,44892424,chr7-1669
Tsks,NM_011651,chr7,+,44943239,44958037,chr7-1671
Ap2a1,NM_001077264,chr7,-,44900372,44929490,chr7-1671
Cpt1c,NM_001252470,chr7,-,44959371,44974851,chr7-1672
Irf3,NR_045611,chr7,+,44997647,45002848,chr7-1673
Gm15545,NR_045266,chr7,+,44986899,44994601,chr7-1673
Bcl2l12,NM_029410,chr7,-,44991221,44997579,chr7-1673
Prmt1,NM_001252476,chr7,-,44976754,44986420,chr7-1673
Rras,NM_009101,chr7,+,45017941,45021646,chr7-1674
Mir7054,NR_106021,chr7,-,45012425,45012487,chr7-1674
Scaf1,NM_001008422,chr7,-,45002949,45016249,chr7-1674
Nosip,NM_025533,chr7,+,45062428,45078503,chr7-1676
Prr12,NM_175022,chr7,-,45027700,45053334,chr7-1676
Prrg2,NM_022999,chr7,-,45053606,45061652,chr7-1676
Rcn3,NM_026555,chr7,-,45082913,45092213,chr7-1677
Mir150,NR_029560,chr7,+,45121756,45121821,chr7-1678
Rps11,NM_013725,chr7,-,45122387,45124389,chr7-1678
Snord35b,NR_000004,chr7,-,45123025,45123111,chr7-1678
Fcgrt,NM_010189,chr7,-,45092992,45103822,chr7-1678
Snord35a,NR_000003,chr7,-,45126346,45126435,chr7-1679
Snord32a,NR_000002,chr7,-,45127382,45127463,chr7-1679
Snord34,NR_002455,chr7,-,45126602,45126668,chr7-1679
Snord33,NR_001277,chr7,-,45126863,45126945,chr7-1679
Rpl13a,NM_009438,chr7,-,45125562,45128745,chr7-1679
Mir5121,NR_039581,chr7,-,45126917,45126991,chr7-1679
Flt3l,NR_102725,chr7,-,45131188,45136432,chr7-1679
Pih1d1,NM_001285904,chr7,+,45155828,45160065,chr7-1680
Slc17a7,NM_182993,chr7,+,45163920,45176139,chr7-1680
Mir7055,NR_106022,chr7,+,45173302,45173361,chr7-1680
Aldh16a1,NM_145954,chr7,-,45141832,45154536,chr7-1680
Pth2,NM_053256,chr7,+,45180994,45181838,chr7-1681
Gfy,NM_001195255,chr7,-,45176348,45179597,chr7-1681
Tead2,NM_001285498,chr7,+,45215752,45233619,chr7-1682
Ccdc155,NM_201374,chr7,-,45183675,45204892,chr7-1682
Dkkl1,NM_015789,chr7,-,45207524,45211883,chr7-1682
Slc6a16,NM_001324535,chr7,+,45240752,45273365,chr7-1683
Cd37,NM_001290802,chr7,-,45233631,45239115,chr7-1683
Slc6a21,NM_001033176,chr7,+,45282872,45288993,chr7-1685
Rpl14-ps1,NR_110499,chr7,+,45324957,45325651,chr7-1686
Hrc,NM_010473,chr7,+,45335268,45338972,chr7-1687
Trpm4,NM_175130,chr7,-,45303154,45333780,chr7-1687
Mtag2,NR_027802,chr7,+,45367232,45367948,chr7-1688
Ppfia3,NM_029741,chr7,-,45339125,45367019,chr7-1688
Lin7b,NM_011698,chr7,-,45367890,45370564,chr7-1688
Snrnp70,NM_009224,chr7,-,45376453,45395742,chr7-1689
Kcna7,NM_010596,chr7,+,45405959,45411382,chr7-1690
Lhb,NM_008497,chr7,+,45420945,45421854,chr7-1690
Ntf5,NM_198190,chr7,+,45413694,45417179,chr7-1690
Gys1,NM_030678,chr7,+,45434838,45456617,chr7-1691
Ruvbl2,NM_011304,chr7,-,45421897,45434464,chr7-1691
Bax,NM_007527,chr7,-,45461694,45466898,chr7-1692
Ftl1,NM_010240,chr7,-,45457943,45459886,chr7-1692
Tulp2,NM_001290996,chr7,+,45486261,45522927,chr7-1693
Dhdh,NM_027903,chr7,-,45473562,45488805,chr7-1693
Nucb1,NM_001163662,chr7,-,45492673,45510408,chr7-1694
Plekha4,NM_148927,chr7,+,45526329,45554229,chr7-1695
Ppp1r15a,NM_008654,chr7,-,45522916,45526268,chr7-1695
Bcat2,NM_001243052,chr7,+,45571278,45589710,chr7-1696
Hsd17b14,NM_025330,chr7,+,45554927,45567321,chr7-1696
0610005C13Rik,NR_038166,chr7,-,45567794,45575176,chr7-1697
Fut1,NM_008051,chr7,+,45617605,45621059,chr7-1698
Izumo1,NM_001018013,chr7,+,45621810,45627242,chr7-1698
Fgf21,NM_020013,chr7,-,45613889,45615490,chr7-1698
Rasip1,NM_028544,chr7,+,45627536,45639092,chr7-1699
Mamstr,NM_172418,chr7,+,45639976,45645768,chr7-1699
A030001D20Rik,NR_152217,chr7,-,45635571,45638758,chr7-1699
Fut2,NM_018876,chr7,-,45648590,45666394,chr7-1700
Car11,NM_009800,chr7,+,45699966,45704661,chr7-1701
Ntn5,NM_001289692,chr7,+,45684021,45694556,chr7-1701
Sec1,NM_001271578,chr7,-,45677685,45694402,chr7-1701
Dbp,NM_016974,chr7,+,45705246,45710203,chr7-1702
Rpl18,NM_009077,chr7,+,45718070,45720835,chr7-1702
Fam83e,NM_001033170,chr7,+,45721219,45729492,chr7-1702
Sphk2,NM_001172561,chr7,-,45709462,45718002,chr7-1702
Spaca4,NM_027055,chr7,-,45725106,45725816,chr7-1703
Sult2b1,NM_017465,chr7,-,45729982,45759612,chr7-1704
Lmtk3,NR_110987,chr7,+,45783946,45804142,chr7-1705
Gm5897,NR_153811,chr7,-,45782931,45784467,chr7-1705
Kcnj14,NM_145963,chr7,-,45816466,45824747,chr7-1706
Cyth2,NM_001112701,chr7,-,45806636,45814316,chr7-1706
Grwd1,NM_153419,chr7,-,45825222,45830789,chr7-1707
Kdelr1,NM_133950,chr7,+,45872839,45883726,chr7-1708
Grin2d,NM_008172,chr7,-,45832482,45866681,chr7-1708
Tmem143,NM_144801,chr7,+,45897068,45917413,chr7-1709
Syngr4,NM_001291064,chr7,-,45886844,45896711,chr7-1709
Ccdc114,NM_001364169,chr7,+,45924214,45931613,chr7-1710
Emp3,NM_010129,chr7,-,45918022,45921426,chr7-1710
Nomo1,NM_153057,chr7,+,46033695,46084212,chr7-1715
Abcc6,NM_018795,chr7,-,45976379,46030286,chr7-1715
Kcnj11,NM_001204411,chr7,-,46097122,46100764,chr7-1718
Abcc8,NM_011510,chr7,-,46104522,46180033,chr7-1721
Otog,NM_013624,chr7,+,46240986,46311434,chr7-1723
Ush1c,NM_153677,chr7,-,46195350,46238490,chr7-1723
Gm45923,NR_131190,chr7,+,46371402,46372492,chr7-1728
Myod1,NM_010866,chr7,+,46376473,46379092,chr7-1729
Kcnc1,NM_008421,chr7,+,46396467,46433353,chr7-1729
Sergef,NM_013789,chr7,-,46443158,46639807,chr7-1739
Tph1,NM_009414,chr7,-,46644640,46672537,chr7-1740
Saa3,NM_011315,chr7,-,46711997,46715676,chr7-1742
Saal1,NM_030233,chr7,-,46686107,46710651,chr7-1742
Saa1,NM_009117,chr7,-,46740496,46742980,chr7-1743
Saa4,NM_011316,chr7,-,46727991,46732603,chr7-1743
Saa2,NM_001357491,chr7,+,46751832,46754314,chr7-1744
Gtf2h1,NM_008186,chr7,+,46796093,46823800,chr7-1745
Hps5,NM_001005248,chr7,-,46760465,46795881,chr7-1745
Ldha,NM_010699,chr7,+,46845803,46855627,chr7-1747
Ldhc,NM_013580,chr7,+,46861262,46878142,chr7-1748
Tsg101,NM_001348088,chr7,-,46888949,46919969,chr7-1750
Uevld,NM_001040695,chr7,-,46923215,46958518,chr7-1752
Gm9999,NR_033461,chr7,+,46976631,46987803,chr7-1753
C86187,NR_015609,chr7,-,46967709,46975911,chr7-1753
Spty2d1,NM_175318,chr7,-,46990395,47008414,chr7-1754
Tmem86a,NM_026436,chr7,+,47050639,47054776,chr7-1756
Mir7056,NR_106023,chr7,-,47083165,47083224,chr7-1757
Ptpn5,NM_013643,chr7,-,47077799,47133684,chr7-1759
Mrgpra6,NR_131899,chr7,-,47185716,47189416,chr7-1761
Mrgpra9,NM_001288801,chr7,-,47234918,47252879,chr7-1764
Mrgpra1,NM_153095,chr7,-,47334874,47354240,chr7-1768
Mrgpra2a,NM_001172588,chr7,-,47426328,47452139,chr7-1772
Mrgpra2b,NM_153101,chr7,-,47463806,47489582,chr7-1773
Mrgpra3,NM_153067,chr7,-,47588949,47601372,chr7-1778
Mrgpra4,NM_153524,chr7,-,47980793,47982296,chr7-1793
Mrgprx1,NM_207540,chr7,-,48020970,48027597,chr7-1795
Mrgprb5,NM_207538,chr7,-,48168016,48168985,chr7-1800
Mrgprb4,NM_205795,chr7,-,48198212,48199178,chr7-1801
Mrgprb8,NM_207539,chr7,+,48388525,48389648,chr7-1809
Mrgprb1,NM_205810,chr7,-,48444112,48456342,chr7-1812
Mrgprx2,NM_001034868,chr7,-,48478618,48499270,chr7-1813
Mrgprb2,NM_175531,chr7,-,48550965,48558086,chr7-1816
Mrgprb3,NM_207537,chr7,-,48642862,48643801,chr7-1819
Zdhhc13,NM_028031,chr7,+,48789002,48827437,chr7-1825
Csrp3,NM_001198841,chr7,-,48830397,48848051,chr7-1827
Gm2788,NR_155436,chr7,+,48881299,48886608,chr7-1829
E2f8,NM_001360812,chr7,-,48866428,48881596,chr7-1829
Nav2,NM_001111016,chr7,+,48959072,49610088,chr7-1832
9130015G15Rik,NR_154465,chr7,-,49121936,49162158,chr7-1840
Dbx1,NM_001005232,chr7,-,49631498,49636835,chr7-1859
Htatip2,NM_001146049,chr7,+,49759105,49773999,chr7-1864
Prmt3,NM_133740,chr7,+,49778357,49858265,chr7-1865
Slc6a5,NM_001146013,chr7,+,49910298,49959493,chr7-1870
Nell1,NM_001037906,chr7,+,49975349,50863289,chr7-1873
4933405O20Rik,NM_172901,chr7,+,50599189,50600528,chr7-1897
Nell1os,NR_045928,chr7,-,50517308,50575884,chr7-1897
Ano5,NM_177694,chr7,+,51511028,51598707,chr7-1934
Slc17a6,NM_080853,chr7,+,51621829,51671126,chr7-1938
Gas2,NM_001330608,chr7,+,51862014,51994461,chr7-1948
Fancf,NM_001115087,chr7,-,51860576,51862267,chr7-1948
1700015G11Rik,NM_001195601,chr7,-,52011679,52015716,chr7-1954
Svip,NM_001160345,chr7,-,51997160,52006018,chr7-1954
Mir6238,NR_105746,chr7,-,53891760,53891889,chr7-2029
Luzp2,NM_178705,chr7,+,54835244,55268888,chr7-2067
Siglech,NM_001310740,chr7,+,55768183,55778925,chr7-2104
Tubgcp5,NM_001360874,chr7,+,55794124,55831459,chr7-2105
Cyfip1,NM_001164662,chr7,+,55842070,55932633,chr7-2107
A230056P14Rik,NR_015495,chr7,+,55962530,55980096,chr7-2112
Nipa2,NM_001256130,chr7,-,55931265,55962493,chr7-2112
Nipa1,NM_153578,chr7,-,55978483,56019600,chr7-2114
Herc2,NM_010418,chr7,+,56050154,56231798,chr7-2116
Oca2,NR_157031,chr7,+,56239758,56536518,chr7-2123
Gm9962,NR_033504,chr7,+,57387271,57409941,chr7-2169
Gabrg3,NM_008074,chr7,-,56716462,57387215,chr7-2169
Gabra5,NM_001362161,chr7,-,57407668,57510059,chr7-2174
Gabrb3,NM_001038701,chr7,+,57590517,57828801,chr7-2177
Mir6389,NR_105812,chr7,+,57581060,57581162,chr7-2177
Atp10a,NM_009728,chr7,+,58658201,58829426,chr7-2220
Ube3a,NM_001033962,chr7,+,59228749,59310836,chr7-2243
Gm22496,NR_146600,chr7,-,59347336,59347424,chr7-2247
Ipw,NR_015351,chr7,-,59619157,59678878,chr7-2261
Gm26504,NR_002895,chr7,-,59751490,59751580,chr7-2264
Snord116l2,NR_033779,chr7,-,59751490,59751580,chr7-2264
Snord116l1,NR_033778,chr7,-,59751490,59751580,chr7-2264
Snord64,NR_028529,chr7,-,59978810,59978856,chr7-2272
Snurf,NM_033174,chr7,-,59982494,60005199,chr7-2273
Snrpn,NM_001349690,chr7,-,59982494,60450177,chr7-2291
Snhg14,NR_146211,chr7,-,59272736,60450177,chr7-2291
B230209E15Rik,NR_045727,chr7,-,61529409,61615327,chr7-2337
Mir344d-1,NR_037215,chr7,-,61683123,61683192,chr7-2340
Mir344d-2,NR_037216,chr7,-,61685271,61685351,chr7-2340
Mir344e,NR_037284,chr7,-,61735536,61735602,chr7-2342
Mir344h-1,NR_049201,chr7,-,61742365,61742425,chr7-2342
Mir344d-3,NR_037209,chr7,-,61726248,61726328,chr7-2342
Mir344h-2,NR_049202,chr7,-,61742365,61742425,chr7-2342
Mir344b,NR_037285,chr7,-,61790518,61790581,chr7-2344
Mir344c,NR_037286,chr7,-,61837310,61837402,chr7-2346
Mir344,NR_029772,chr7,-,61877769,61877864,chr7-2348
Mir344-2,NR_030557,chr7,-,61940026,61940106,chr7-2350
A230057D06Rik,NR_015533,chr7,-,61705849,61927574,chr7-2350
Mir344g,NR_037287,chr7,-,61982288,61982359,chr7-2352
A330076H08Rik,NR_015599,chr7,-,61943900,61982303,chr7-2352
Mir344f,NR_037288,chr7,-,62046180,62046248,chr7-2354
Mir344i,NR_049204,chr7,-,62085222,62085310,chr7-2356
Ndn,NM_010882,chr7,+,62348276,62349927,chr7-2366
Magel2,NM_013779,chr7,+,62376978,62381640,chr7-2368
Mkrn3,NM_011746,chr7,-,62417592,62420153,chr7-2369
Peg12,NM_013788,chr7,-,62461870,62464510,chr7-2371
Chrna7,NM_007390,chr7,-,63098691,63212526,chr7-2401
Otud7a,NM_130880,chr7,+,63444771,63759027,chr7-2410
4930554H23Rik,NR_131089,chr7,-,63344691,63444529,chr7-2410
E030018B13Rik,NM_001256311,chr7,+,63916856,63920539,chr7-2429
Klf13,NM_021366,chr7,-,63886350,63938915,chr7-2430
Trpm1,NM_001039104,chr7,+,64153834,64269759,chr7-2439
Mir211,NR_029805,chr7,+,64205805,64205911,chr7-2441
Mir6416,NR_105844,chr7,-,64249982,64250099,chr7-2443
Mtmr10,NM_172742,chr7,+,64287669,64340806,chr7-2444
Fan1,NM_177893,chr7,-,64345384,64374056,chr7-2447
Mcee,NM_001355124,chr7,+,64392621,64412121,chr7-2448
Mphosph10,NM_026483,chr7,-,64376540,64392236,chr7-2448
Apba2,NM_001291166,chr7,+,64502137,64753876,chr7-2453
Nsmce3,NM_023239,chr7,-,64871681,64873040,chr7-2467
Fam189a1,NM_183087,chr7,-,64756095,65156528,chr7-2479
Tjp1,NM_009386,chr7,-,65296164,65371244,chr7-2487
BC046251,NR_131060,chr7,+,65582030,65619347,chr7-2496
Tarsl2,NM_172310,chr7,+,65644897,65692093,chr7-2498
Tm2d3,NM_178056,chr7,+,65693416,65701913,chr7-2500
1810008I18Rik,NR_045301,chr7,+,65804051,65806223,chr7-2505
Pcsk6,NM_001291184,chr7,+,65862135,66050386,chr7-2507
Snrpa1,NM_021336,chr7,+,66060335,66074587,chr7-2515
Selenos,NM_001348246,chr7,+,66079648,66089405,chr7-2516
Chsy1,NM_001081163,chr7,+,66109491,66173798,chr7-2517
Mir7057,NR_106024,chr7,-,66381666,66381724,chr7-2528
Lrrk1,NM_146191,chr7,-,66258746,66388341,chr7-2528
Aldh1a3,NM_053080,chr7,-,66390892,66427477,chr7-2530
Lins1,NR_034030,chr7,+,66689888,66717256,chr7-2540
Asb7,NR_003961,chr7,-,66644566,66689561,chr7-2540
Cers3,NM_001164201,chr7,+,66743503,66823692,chr7-2542
Adamts17,NM_001033877,chr7,+,66839734,67152625,chr7-2546
Lysmd4,NM_001191051,chr7,+,67222615,67228468,chr7-2561
1700112J16Rik,NR_131043,chr7,-,67222009,67222536,chr7-2561
Mef2a,NM_001357324,chr7,-,67231162,67372858,chr7-2567
Ttc23,NM_025905,chr7,+,67647409,67726576,chr7-2578
Lrrc28,NM_175124,chr7,-,67513409,67645236,chr7-2578
Synm,NM_207663,chr7,-,67730160,67759742,chr7-2583
4833412C05Rik,NR_045954,chr7,-,67784537,67803496,chr7-2585
Igf1r,NM_010513,chr7,+,67952256,68233667,chr7-2591
Fam169b,NM_001013811,chr7,+,68273838,68363089,chr7-2603
Pgpep1l,NM_030101,chr7,-,68236607,68264233,chr7-2603
Gm16157,NR_040340,chr7,-,68266338,68276594,chr7-2604
4933436H12Rik,NR_046208,chr7,+,68417423,68426133,chr7-2609
Gm5334,NR_003648,chr7,+,68618455,68620009,chr7-2617
Arrdc4,NM_025549,chr7,-,68741592,68749238,chr7-2622
4930402F11Rik,NR_045940,chr7,+,69496093,69499689,chr7-2652
Gm29683,NR_131144,chr7,-,70272501,70337852,chr7-2686
B130024G19Rik,NR_045850,chr7,+,70365382,70411146,chr7-2687
Nr2f2,NM_183261,chr7,-,70351949,70366746,chr7-2687
4930441H08Rik,NR_130995,chr7,+,71909694,71939191,chr7-2749
1700011C11Rik,NR_126462,chr7,+,71961174,72027317,chr7-2751
Gm36633,NR_126483,chr7,-,71947526,71962018,chr7-2751
Mctp2,NM_001024703,chr7,-,72077829,72306595,chr7-2765
Gm6567,NR_046024,chr7,-,73097751,73102068,chr7-2797
4930429H19Rik,NR_105062,chr7,+,73310379,73315193,chr7-2805
Rgma,NM_177740,chr7,+,73375519,73419899,chr7-2808
A730056A06Rik,NR_040325,chr7,-,73313805,73375774,chr7-2808
Chd2,NM_001081345,chr7,-,73426651,73541746,chr7-2814
1810026B05Rik,NR_037569,chr7,-,73539797,73558395,chr7-2815
Gm4971,NR_033604,chr7,-,73685491,73686563,chr7-2820
Fam174b,NM_001162532,chr7,+,73740306,73776919,chr7-2822
Mir7234,NR_106093,chr7,+,73819589,73819641,chr7-2825
Gm10619,NR_077222,chr7,-,73808221,73816503,chr7-2825
Gm21269,NR_102375,chr7,+,73825923,73836549,chr7-2826
St8sia2,NM_009181,chr7,-,73939119,74013682,chr7-2833
Slco3a1,NM_001038643,chr7,-,74275417,74554780,chr7-2855
4930533N22Rik,NR_131122,chr7,+,75030210,75075166,chr7-2874
1500012K07Rik,NR_045812,chr7,+,75308695,75318485,chr7-2885
Sv2b,NM_153579,chr7,-,75114894,75309262,chr7-2885
Akap13,NM_029332,chr7,+,75455533,75754609,chr7-2891
Klhl25,NM_001122780,chr7,+,75848337,75874130,chr7-2906
Agbl1,NM_001199224,chr7,+,76229886,77124698,chr7-2922
Ntrk3,NM_182809,chr7,-,78300690,78577838,chr7-3016
E430016F16Rik,NR_015542,chr7,-,78581065,78718220,chr7-3021
