gene,gene_ID,chrom,strand,gene_start,gene_end,name
Palm,NM_023128,chr10,+,79793571,79820896,chr10-3053
Fstl3,NM_031380,chr10,+,79777273,79782630,chr10-3053
Prss57,NM_001042710,chr10,-,79781473,79788985,chr10-3053
Misp,NM_030218,chr10,+,79821020,79830452,chr10-3054
Ptbp1,NM_001283013,chr10,+,79854431,79864435,chr10-3056
Plppr3,NR_033210,chr10,-,79864780,79874634,chr10-3056
Elane,NM_015779,chr10,+,79886311,79888216,chr10-3057
Cfd,NM_001329541,chr10,+,79890852,79892655,chr10-3057
Prtn3,NM_011178,chr10,+,79879666,79883172,chr10-3057
R3hdm4,NM_177994,chr10,-,79910052,79916930,chr10-3058
Med16,NM_001359629,chr10,-,79894705,79908938,chr10-3058
Arid3a,NM_007880,chr10,+,79927042,79955018,chr10-3059
Wdr18,NM_175450,chr10,+,79960151,79969246,chr10-3060
Grin3b,NM_130455,chr10,+,79970723,79977190,chr10-3060
Cnn2,NM_007725,chr10,+,79988599,79995400,chr10-3061
Abca7,NM_001347081,chr10,+,79996493,80015572,chr10-3061
Tmem259,NM_001359632,chr10,-,79977119,79984260,chr10-3061
Arhgap45,NM_001142701,chr10,+,80016671,80031471,chr10-3062
Gpx4,NR_110342,chr10,+,80047165,80056439,chr10-3063
Polr2e,NM_025554,chr10,-,80035952,80039659,chr10-3063
Stk11,NM_011492,chr10,+,80115794,80130679,chr10-3066
Sbno2,NM_183426,chr10,-,80056991,80102702,chr10-3066
Atp5d,NM_025313,chr10,+,80142314,80145818,chr10-3067
Midn,NM_001305798,chr10,+,80148271,80158368,chr10-3067
Cbarp,NR_036582,chr10,-,80130433,80139367,chr10-3067
Cirbp,NM_007705,chr10,+,80167838,80171656,chr10-3068
Fam174c,NM_027207,chr10,+,80172943,80175119,chr10-3068
Efna2,NM_007909,chr10,+,80179481,80190010,chr10-3069
Ndufs7,NM_029272,chr10,+,80249448,80256794,chr10-3071
Dazap1,NM_001122605,chr10,+,80264990,80288413,chr10-3072
Gamt,NM_010255,chr10,-,80258150,80261012,chr10-3072
Rps15,NM_009091,chr10,+,80292430,80294114,chr10-3073
Apc2,NM_001372237,chr10,+,80295955,80318257,chr10-3073
Reep6,NM_001204931,chr10,+,80330144,80336441,chr10-3075
Pcsk4,NM_008793,chr10,-,80321282,80329473,chr10-3075
Adamtsl5,NR_104340,chr10,-,80339792,80348448,chr10-3075
Plk5,NM_001347124,chr10,+,80356458,80365489,chr10-3076
Mex3d,NM_198615,chr10,-,80380354,80387651,chr10-3077
Mbd3,NM_013595,chr10,-,80392538,80399531,chr10-3077
Uqcr11,NM_025650,chr10,-,80402996,80406821,chr10-3078
Tcf3,NM_001164152,chr10,-,80409164,80433653,chr10-3079
Onecut3,NM_139226,chr10,+,80494905,80517260,chr10-3081
Atp8b3,NM_026094,chr10,-,80519584,80539124,chr10-3083
Rexo1,NM_025852,chr10,-,80540925,80561560,chr10-3084
Klf16,NM_078477,chr10,-,80567120,80577296,chr10-3085
Abhd17a,NM_145421,chr10,-,80583648,80590341,chr10-3085
Csnk1g2,NM_134002,chr10,+,80622779,80640771,chr10-3086
Scamp4,NM_019575,chr10,+,80602881,80615783,chr10-3086
Btbd2,NM_145361,chr10,-,80642616,80657071,chr10-3088
Mknk2,NM_021462,chr10,-,80665317,80676293,chr10-3089
Mob3a,NM_172457,chr10,-,80685252,80701820,chr10-3090
Ap3d1,NM_007460,chr10,-,80706955,80742275,chr10-3091
Dot1l,NM_199322,chr10,+,80755202,80795461,chr10-3092
Sf3a2,NM_013651,chr10,+,80798734,80804922,chr10-3093
Amh,NM_007445,chr10,+,80805239,80807679,chr10-3094
Jsrp1,NM_028001,chr10,-,80808495,80813498,chr10-3094
Lingo3,NM_001013758,chr10,-,80832800,80844039,chr10-3095
Sppl2b,NM_001358804,chr10,+,80862954,80868708,chr10-3096
Lsm7,NM_025349,chr10,-,80852824,80855209,chr10-3096
Tmprss9,NM_001081688,chr10,+,80879815,80899494,chr10-3097
Lmnb2,NM_010722,chr10,-,80901362,80918245,chr10-3098
Gng7,NM_010319,chr10,-,80948623,81014925,chr10-3102
Diras1,NM_145217,chr10,-,81019589,81025377,chr10-3103
Slc39a3,NM_001358898,chr10,-,81028539,81037315,chr10-3103
Thop1,NM_022653,chr10,+,81070082,81082360,chr10-3104
Sgta,NM_001358550,chr10,-,81044070,81060271,chr10-3104
Creb3l3,NM_145365,chr10,-,81084332,81098872,chr10-3105
Map2k2,NM_001347144,chr10,+,81105914,81124697,chr10-3106
Zbtb7a,NM_010731,chr10,+,81136270,81151657,chr10-3107
Pias4,NM_021501,chr10,-,81153965,81167720,chr10-3108
Dapk3,NM_001190474,chr10,+,81183006,81193197,chr10-3109
Atcayos,NR_015477,chr10,+,81194690,81208370,chr10-3109
Eef2,NM_007907,chr10,+,81176630,81182509,chr10-3109
Nmrk2,NM_027120,chr10,-,81198169,81202037,chr10-3110
Zfr2,NM_001034895,chr10,+,81233162,81252123,chr10-3111
Atcay,NM_178662,chr10,-,81204503,81230786,chr10-3111
Matk,NM_001285853,chr10,+,81257298,81262981,chr10-3112
Apba3,NM_018758,chr10,+,81268171,81273247,chr10-3112
Mrpl54,NM_025317,chr10,-,81264721,81266926,chr10-3112
Pip5k1c,NM_001146687,chr10,+,81292962,81319974,chr10-3113
Tjp3,NM_001282095,chr10,-,81273187,81291581,chr10-3113
Cactin,NM_027381,chr10,+,81321102,81326251,chr10-3114
Tbxa2r,NM_009325,chr10,+,81328702,81335174,chr10-3115
Gipc3,NM_148951,chr10,-,81335261,81343359,chr10-3115
Mfsd12,NM_028657,chr10,+,81357490,81366225,chr10-3116
Hmg20b,NM_001163166,chr10,-,81346045,81350457,chr10-3116
Smim24,NM_001099917,chr10,+,81393063,81395079,chr10-3117
Fzr1,NM_019757,chr10,-,81366878,81378370,chr10-3117
Nfic,NM_026756,chr10,-,81396190,81427173,chr10-3119
Celf5,NM_001311124,chr10,-,81459226,81482709,chr10-3121
Ncln,NM_134009,chr10,-,81486458,81496363,chr10-3121
Gna15,NM_010304,chr10,-,81502313,81524225,chr10-3122
Gna11,NM_010301,chr10,-,81528723,81545162,chr10-3123
Tle2,NM_019725,chr10,+,81575286,81590845,chr10-3125
Tle6,NM_053254,chr10,-,81590904,81600900,chr10-3126
Gm10778,NM_001142963,chr10,+,81649068,81667361,chr10-3127
Ankrd24,NM_027480,chr10,+,81628539,81647612,chr10-3127
Sirt6,NM_181586,chr10,-,81621785,81627608,chr10-3127
Zfp873,NM_001319203,chr10,+,82048122,82061586,chr10-3143
AU041133,NM_001163064,chr10,+,82128012,82153065,chr10-3147
Zfp938,NM_001105557,chr10,-,82224855,82241275,chr10-3151
Gm1553,NM_001255990,chr10,-,82486532,82492618,chr10-3161
Tdg,NM_011561,chr10,+,82629837,82650799,chr10-3167
Hcfc2,NM_001081218,chr10,+,82699006,82741392,chr10-3169
Glt8d2,NM_029102,chr10,-,82650432,82690650,chr10-3169
Nfyb,NM_010914,chr10,-,82748699,82764141,chr10-3172
1700028I16Rik,NR_038042,chr10,+,82812122,82824242,chr10-3174
Txnrd1,NM_001042523,chr10,+,82833950,82897724,chr10-3175
Chst11,NM_021439,chr10,+,82985496,83195891,chr10-3181
Slc41a2,NM_177388,chr10,-,83231138,83337817,chr10-3195
D10Wsu102e,NM_026579,chr10,+,83360220,83368835,chr10-3196
Washc4,NM_001033375,chr10,+,83543940,83596473,chr10-3203
Aldh1l2,NM_153543,chr10,-,83487446,83534140,chr10-3203
Appl2,NM_145220,chr10,-,83600033,83648664,chr10-3207
1500009L16Rik,NM_001145198,chr10,+,83722864,83762762,chr10-3210
Nuak1,NM_001004363,chr10,-,84370899,84440668,chr10-3239
4930463O16Rik,NR_108059,chr10,+,84488292,84497676,chr10-3241
Ckap4,NM_175451,chr10,-,84526304,84533888,chr10-3243
Platr7,NR_040658,chr10,-,84547416,84553338,chr10-3244
Tcp11l2,NM_146008,chr10,+,84576946,84614355,chr10-3245
Polr3b,NM_027423,chr10,+,84622297,84727178,chr10-3246
Rfx4,NM_001024918,chr10,+,84756047,84906536,chr10-3252
Ric8b,NM_183172,chr10,+,84917612,85018337,chr10-3258
Tmem263,NM_001013028,chr10,+,85102626,85117747,chr10-3266
Fhl4,NM_010214,chr10,-,85097018,85102495,chr10-3266
Mterf2,NM_028832,chr10,-,85119432,85128027,chr10-3267
Cry1,NM_007771,chr10,-,85131699,85185054,chr10-3269
Btbd11,NM_028709,chr10,+,85386813,85660292,chr10-3277
Pwp1,NM_133993,chr10,+,85871830,85889103,chr10-3296
Prdm4,NM_001302886,chr10,-,85891967,85916986,chr10-3298
Rtcb,NM_145422,chr10,-,85938636,85957793,chr10-3300
Fbxo7,NM_001347151,chr10,+,86022153,86051873,chr10-3302
Bpifc,NM_177772,chr10,-,85959690,86011860,chr10-3302
Syn3,NM_001164495,chr10,-,86291592,86498896,chr10-3321
Ttc41,NM_153595,chr10,+,86712764,86731651,chr10-3330
Hsp90b1,NM_011631,chr10,-,86690840,86705444,chr10-3330
Stab2,NM_138673,chr10,-,86841209,87007942,chr10-3342
1700113H08Rik,NM_029685,chr10,+,87058045,87230599,chr10-3344
Pah,NM_008777,chr10,+,87521794,87584137,chr10-3362
Igf1,NM_001111275,chr10,+,87859051,87937047,chr10-3376
Nup37,NM_028334,chr10,+,88147070,88178395,chr10-3387
Parpbp,NM_029249,chr10,-,88091397,88146941,chr10-3387
Washc3,NM_027487,chr10,+,88201096,88225362,chr10-3390
Dram1,NM_027878,chr10,-,88322803,88357075,chr10-3396
Gnptab,NM_001364707,chr10,+,88379267,88447323,chr10-3397
Chpt1,NM_001146690,chr10,-,88472812,88503970,chr10-3402
Mybpc1,NM_001252372,chr10,-,88518278,88605152,chr10-3406
Spic,NM_011461,chr10,-,88675269,88683023,chr10-3409
Arl1,NM_025859,chr10,+,88731413,88743202,chr10-3411
Utp20,NM_175158,chr10,-,88746606,88826814,chr10-3415
Slc5a8,NM_145423,chr10,+,88885991,88929515,chr10-3417
Ano4,NR_102339,chr10,-,88948993,89257790,chr10-3432
Gas2l3,NM_001033331,chr10,-,89408822,89443967,chr10-3439
Nr1h4,NM_001163504,chr10,-,89454233,89533622,chr10-3443
Slc17a8,NM_182959,chr10,-,89574019,89621249,chr10-3446
1500026H17Rik,NR_130956,chr10,+,89686362,89700866,chr10-3449
Scyl2,NM_001358843,chr10,-,89638719,89686294,chr10-3449
Uhrf1bp1l,NM_029166,chr10,+,89744990,89819869,chr10-3451
Actr6,NM_001359469,chr10,-,89711967,89732295,chr10-3451
Anks1b,NM_001128086,chr10,+,89873508,90973300,chr10-3456
Ikbip,NM_026166,chr10,+,91083038,91098658,chr10-3505
Apaf1,NM_001042558,chr10,-,90989310,91082743,chr10-3505
Slc25a3,NM_133668,chr10,-,91116573,91123967,chr10-3506
Tmpo,NM_001080129,chr10,-,91147570,91171619,chr10-3508
Rmst,NR_028262,chr10,-,92081745,92165178,chr10-3548
Gm20757,NR_046027,chr10,-,92171300,92375373,chr10-3557
Nedd1,NM_008682,chr10,-,92684744,92722418,chr10-3570
Cfap54,NM_001347060,chr10,-,92775608,93081622,chr10-3585
Cdk17,NM_146239,chr10,+,93160875,93241342,chr10-3588
Elk3,NM_001282967,chr10,-,93247415,93311159,chr10-3594
Gm17745,NR_038014,chr10,+,93336210,93348879,chr10-3595
Lta4h,NM_008517,chr10,+,93453395,93484896,chr10-3600
Hal,NM_010401,chr10,+,93488767,93516761,chr10-3601
Ccdc38,NM_175488,chr10,+,93540631,93584326,chr10-3603
Amdhd1,NM_027908,chr10,-,93523337,93540033,chr10-3603
4933408J17Rik,NR_045810,chr10,+,93589412,93605245,chr10-3605
Snrpf,NM_027246,chr10,-,93583028,93589658,chr10-3605
Ntn4,NM_021320,chr10,+,93641048,93745972,chr10-3607
Usp44,NM_001206851,chr10,+,93831554,93860210,chr10-3615
Metap2,NM_019648,chr10,-,93858489,93891202,chr10-3617
Fgd6,NM_053072,chr10,+,94036000,94145339,chr10-3623
Vezt,NM_172538,chr10,-,93961521,94035799,chr10-3623
Nr2c1,NM_011629,chr10,+,94147930,94197214,chr10-3627
Ndufa12,NM_025551,chr10,+,94199034,94221438,chr10-3629
Gm4792,NR_033209,chr10,-,94293662,94298703,chr10-3633
Tmcc3,NM_001359762,chr10,+,94311948,94590954,chr10-3634
Cep83,NM_029852,chr10,+,94688789,94790336,chr10-3649
Cep83os,NR_015524,chr10,-,94673492,94688613,chr10-3649
Plxnc1,NM_018797,chr10,-,94790865,94944845,chr10-3659
Gm29684,NR_131146,chr10,-,95120581,95145825,chr10-3667
Cradd,NM_009950,chr10,-,95174739,95324137,chr10-3674
2310039L15Rik,NR_045337,chr10,+,95336275,95363216,chr10-3675
5730420D15Rik,NR_045338,chr10,+,95417374,95428640,chr10-3678
Socs2,NM_007706,chr10,-,95411489,95416857,chr10-3678
Ube2n,NM_080560,chr10,+,95515161,95545658,chr10-3682
Mrpl42,NM_001359476,chr10,-,95480804,95501949,chr10-3682
Nudt4,NM_027722,chr10,-,95547006,95564146,chr10-3684
Eea1,NM_001001932,chr10,+,95940662,96045518,chr10-3699
4930459C07Rik,NR_110448,chr10,+,96226206,96248708,chr10-3711
4930556N09Rik,NR_045358,chr10,+,97035767,97061059,chr10-3743
Dcn,NM_001190451,chr10,+,97479499,97518163,chr10-3761
Lum,NM_008524,chr10,+,97565500,97572703,chr10-3764
4930473O22Rik,NR_045356,chr10,-,97590983,97596931,chr10-3765
Kera,NM_008438,chr10,+,97607204,97613688,chr10-3766
Epyc,NM_007884,chr10,+,97644067,97681900,chr10-3767
4930525C09Rik,NR_130993,chr10,+,97714771,97753702,chr10-3770
Gm10754,NR_033537,chr10,-,97681413,97967090,chr10-3780
Gm8633,NR_045179,chr10,-,98299926,98351867,chr10-3796
Atp2b1,NM_001359506,chr10,+,98914641,99026143,chr10-3818
Poc1b,NM_027740,chr10,+,99107081,99198074,chr10-3826
Dusp6,NM_026268,chr10,+,99263230,99267489,chr10-3832
Gm20110,NR_038019,chr10,+,99609170,99658134,chr10-3846
Gm18409,NR_038018,chr10,-,99638730,99641920,chr10-3847
Kitl,NM_001347156,chr10,+,100015820,100100415,chr10-3862
Cep290,NM_146009,chr10,+,100487581,100575671,chr10-3881
Tmtc3,NM_001110013,chr10,-,100443901,100487347,chr10-3881
1700017N19Rik,NM_001081246,chr10,+,100592385,100618391,chr10-3885
4930430F08Rik,NM_175128,chr10,-,100572273,100589259,chr10-3885
Mgat4c,NM_001205098,chr10,+,101681486,102391468,chr10-3929
Nts,NM_024435,chr10,-,102481755,102490418,chr10-3961
Rassf9,NM_146240,chr10,+,102512221,102546560,chr10-3962
Alx1,NM_172553,chr10,-,103007846,103028777,chr10-3983
Lrriq1,NM_001163559,chr10,-,103063301,103236322,chr10-3991
Slc6a15,NM_001358821,chr10,+,103367807,103419379,chr10-3996
Gm15663,NR_038032,chr10,+,105574550,105583870,chr10-4084
Tmtc2,NM_177368,chr10,-,105187663,105574479,chr10-4084
Ccdc59,NM_025602,chr10,+,105841478,105847510,chr10-4095
Mettl25,NM_001359640,chr10,-,105763190,105841380,chr10-4095
Ppfia2,NM_001359672,chr10,+,106470309,106933468,chr10-4120
Acss3,NM_198636,chr10,-,106965077,107123637,chr10-4146
Lin7a,NM_001284329,chr10,+,107272393,107425143,chr10-4152
Myf5,NM_008656,chr10,-,107482907,107486134,chr10-4161
Ptprq,NM_001081432,chr10,-,107514363,107719941,chr10-4170
Otogl,NM_001370989,chr10,-,107760529,107912379,chr10-4178
Gm29685,NR_131147,chr10,+,107946644,107977832,chr10-4179
Ppp1r12a,NM_027892,chr10,+,108162097,108279985,chr10-4188
Pawr,NM_054056,chr10,+,108332188,108414391,chr10-4195
Syt1,NM_001358504,chr10,-,108497649,109010975,chr10-4222
Nav3,NM_001081035,chr10,-,109681259,110000390,chr10-4262
9230102K24Rik,NR_028438,chr10,+,110600649,110615961,chr10-4286
E2f7,NM_001358560,chr10,+,110745438,110787384,chr10-4291
1700020G17Rik,NR_045979,chr10,-,110801173,110896507,chr10-4297
Csrp2,NM_007792,chr10,+,110920175,110939514,chr10-4298
Zdhhc17,NM_001359624,chr10,-,110941779,111010066,chr10-4302
Osbpl8,NM_175489,chr10,+,111164801,111297247,chr10-4308
Nap1l1,NM_015781,chr10,+,111473226,111498150,chr10-4320
4933440J02Rik,NR_045344,chr10,-,111586718,111594273,chr10-4325
Gm20758,NR_046029,chr10,-,111854520,111874376,chr10-4336
Krr1,NM_178610,chr10,+,111972694,111988430,chr10-4340
Glipr1,NM_028608,chr10,-,111985447,111997264,chr10-4341
Glipr1l1,NM_027018,chr10,+,112060188,112078510,chr10-4344
Glipr1l2,NM_026223,chr10,+,112083353,112108098,chr10-4345
Caps2,NM_001310675,chr10,+,112163620,112216555,chr10-4348
Kcnc2,NM_001359752,chr10,+,112271120,112466304,chr10-4352
1700010J16Rik,NR_040579,chr10,+,112726925,112785599,chr10-4371
Trhde,NM_146241,chr10,-,114398819,114802302,chr10-4454
Tph2,NM_173391,chr10,-,115078640,115185022,chr10-4469
Tbc1d15,NM_025706,chr10,-,115197870,115251493,chr10-4472
Rab21,NM_024454,chr10,-,115289861,115315591,chr10-4474
Tmem19,NM_001359472,chr10,-,115340739,115362501,chr10-4476
Zfc3h1,NM_001033261,chr10,+,115384958,115432771,chr10-4477
Thap2,NM_025780,chr10,-,115368397,115384435,chr10-4477
Lgr5,NM_010195,chr10,-,115450313,115587780,chr10-4485
Tspan8,NM_001168679,chr10,+,115817283,115849893,chr10-4494
Ptprr,NM_011217,chr10,+,116018362,116274929,chr10-4502
Ptprb,NM_029928,chr10,+,116301373,116389538,chr10-4514
Kcnmb4,NM_021452,chr10,-,116417867,116473523,chr10-4520
Cnot2,NM_001359247,chr10,-,116485159,116581511,chr10-4525
4930579P08Rik,NR_131036,chr10,+,116729252,116739760,chr10-4531
1700030O20Rik,NR_045345,chr10,-,116723066,116729177,chr10-4531
Myrfl,NM_001033333,chr10,-,116776544,116896879,chr10-4537
4933412E12Rik,NR_038026,chr10,+,116950561,116963279,chr10-4540
Rab3ip,NM_001359645,chr10,-,116905779,116950453,chr10-4540
Best3,NM_001007583,chr10,+,116986313,117025040,chr10-4541
Cct2,NM_007636,chr10,-,117050996,117063852,chr10-4544
Frs2,NM_177798,chr10,-,117070126,117148474,chr10-4547
Yeats4,NM_026570,chr10,-,117215140,117224507,chr10-4550
9530003J23Rik,NM_029906,chr10,-,117233752,117238681,chr10-4551
Lyz2,NM_017372,chr10,-,117277540,117282272,chr10-4553
Lyz1,NM_013590,chr10,-,117287794,117292868,chr10-4553
Cpsf6,NM_001310609,chr10,-,117344666,117376973,chr10-4557
Cpm,NM_027468,chr10,+,117629499,117687352,chr10-4567
Mdm2,NM_001288586,chr10,-,117688874,117710758,chr10-4570
Slc35e3,NM_029875,chr10,-,117733677,117746358,chr10-4571
Nup107,NM_134010,chr10,-,117750642,117792705,chr10-4573
Rap1b,NM_024457,chr10,-,117814596,117845974,chr10-4575
4933411E08Rik,NR_045342,chr10,+,117925458,117948307,chr10-4579
Mdm1,NM_148922,chr10,+,118141786,118168999,chr10-4587
Il22,NM_016971,chr10,+,118204963,118210046,chr10-4590
Ifng,NM_008337,chr10,+,118441045,118445894,chr10-4599
Ifngas1,NR_104123,chr10,-,118502034,118556525,chr10-4604
Dyrk2,NM_001014390,chr10,-,118859348,118868903,chr10-4616
Gm38403,NR_110482,chr10,-,118920380,118927143,chr10-4619
1700064J06Rik,NR_045348,chr10,+,119092904,119103107,chr10-4625
Cand1,NM_027994,chr10,-,119198811,119240055,chr10-4631
4930477N07Rik,NR_126085,chr10,+,119320233,119331862,chr10-4634
1700025F24Rik,NR_040578,chr10,+,119413443,119426864,chr10-4638
Grip1,NM_001277292,chr10,+,119454033,120077161,chr10-4640
Helb,NM_080446,chr10,-,120083607,120112965,chr10-4666
Tmbim4,NM_026617,chr10,+,120208825,120224897,chr10-4670
Irak3,NM_001359184,chr10,-,120141647,120202130,chr10-4670
Llph,NM_025431,chr10,+,120227059,120232070,chr10-4671
Hmga2,NM_010441,chr10,-,120361267,120476469,chr10-4681
4921513I03Rik,NR_038000,chr10,+,120765731,120778886,chr10-4692
Msrb3,NM_177092,chr10,-,120781100,120898971,chr10-4697
Lemd3,NM_001081193,chr10,-,120923410,120979330,chr10-4701
Wif1,NM_011915,chr10,+,121034003,121100642,chr10-4703
Gns,NM_029364,chr10,+,121365089,121397254,chr10-4716
Tbc1d30,NM_001361015,chr10,-,121263819,121351644,chr10-4716
Rassf3,NM_138956,chr10,-,121410350,121476250,chr10-4721
Tbk1,NM_019786,chr10,-,121546455,121586794,chr10-4725
D930020B18Rik,NM_177335,chr10,+,121641700,121693914,chr10-4727
Xpot,NM_001359618,chr10,-,121587379,121626332,chr10-4727
BC048403,NM_173022,chr10,+,121739929,121752865,chr10-4731
Srgap1,NM_001242411,chr10,-,121780990,122047315,chr10-4743
Rxylt1,NM_153059,chr10,-,122080938,122097170,chr10-4745
Gm4489,NR_027637,chr10,+,122119696,122130558,chr10-4746
Avpr1a,NM_016847,chr10,+,122448498,122453453,chr10-4759
A130077B15Rik,NR_040616,chr10,-,122565022,122569891,chr10-4764
Ppm1h,NM_001110218,chr10,+,122678761,122945793,chr10-4769
Mon2,NM_001163024,chr10,-,122992060,123076505,chr10-4785
Usp15,NM_001301628,chr10,-,123105005,123197019,chr10-4789
4930503E24Rik,NR_028310,chr10,+,124469073,124524488,chr10-4840
Slc16a7,NM_001358496,chr10,-,125219269,125328963,chr10-4875
Lrig3,NM_177152,chr10,+,125966218,126015359,chr10-4900
4930484H19Rik,NR_131015,chr10,-,126788850,126793710,chr10-4933
Atp23,NM_001159559,chr10,-,126887247,126901371,chr10-4938
Ctdsp2,NM_001113470,chr10,+,126978716,126999975,chr10-4941
Avil,NM_009635,chr10,+,127000708,127020994,chr10-4942
Mettl1,NM_010792,chr10,+,127041931,127045461,chr10-4943
Cyp27b1,NM_010009,chr10,+,127048245,127053006,chr10-4943
Eef1akmt3,NM_001205036,chr10,-,127032904,127041394,chr10-4943
Tsfm,NM_025537,chr10,-,127022331,127030814,chr10-4943
Cdk4,NM_009870,chr10,+,127063534,127067288,chr10-4944
Tspan31,NM_025982,chr10,-,127067289,127070261,chr10-4944
Marchf9,NM_001033262,chr10,-,127056049,127060184,chr10-4944
Agap2,NM_001301014,chr10,+,127078906,127093170,chr10-4945
Os9,NM_177614,chr10,-,127094258,127121160,chr10-4946
B4galnt1,NM_027739,chr10,+,127165830,127172340,chr10-4948
F420014N23Rik,NR_045715,chr10,+,127195248,127202643,chr10-4949
Slc26a10,NM_177615,chr10,-,127171392,127180582,chr10-4949
Dtx3,NM_001368332,chr10,-,127190372,127195728,chr10-4949
Arhgef25,NM_001358558,chr10,-,127182520,127190083,chr10-4949
Pip4k2c,NM_054097,chr10,-,127197066,127211622,chr10-4950
Dctn2,NM_001190453,chr10,+,127266261,127281959,chr10-4952
Kif5a,NM_001039000,chr10,-,127225694,127263363,chr10-4952
Ddit3,NM_007837,chr10,+,127290792,127296288,chr10-4953
Mbd6,NM_001347171,chr10,-,127281955,127289018,chr10-4953
Arhgap9,NM_001285785,chr10,+,127321963,127329947,chr10-4954
Mars1,NM_001171582,chr10,-,127296220,127311786,chr10-4954
Gli1,NM_010296,chr10,-,127329881,127341579,chr10-4955
Inhbc,NM_010565,chr10,-,127356321,127370548,chr10-4956
R3hdm2,NM_001168292,chr10,+,127390310,127499384,chr10-4957
Ndufa4l2,NM_001098789,chr10,+,127514938,127517156,chr10-4962
Stac3,NM_177707,chr10,+,127501716,127508818,chr10-4962
Shmt2,NM_028230,chr10,-,127517122,127522444,chr10-4962
Nxph4,NM_183297,chr10,-,127525472,127534559,chr10-4963
Lrp1,NM_008512,chr10,-,127538157,127621148,chr10-4966
Stat6,NM_009284,chr10,+,127642985,127660987,chr10-4967
Nab2,NM_001122895,chr10,-,127660917,127666703,chr10-4968
Nemp1,NM_173732,chr10,+,127677064,127695166,chr10-4969
Tac2,NM_001199971,chr10,+,127724477,127731768,chr10-4970
Myo1a,NM_001081219,chr10,+,127705255,127720940,chr10-4970
Zbtb39,NM_198035,chr10,+,127739529,127747339,chr10-4971
Rdh16,NM_009040,chr10,+,127801152,127815839,chr10-4974
Rdh19,NM_147222,chr10,+,127849927,127861176,chr10-4975
Rdh16f2,NM_145424,chr10,+,127866475,127877319,chr10-4976
Sdr9c7,NM_027301,chr10,+,127898534,127911759,chr10-4977
Rdh7,NM_001150749,chr10,-,127884026,127888733,chr10-4977
Prim1,NM_008921,chr10,+,128015214,128030030,chr10-4982
Hsd17b6,NM_001359377,chr10,-,127990932,128007611,chr10-4982
Naca,NM_013608,chr10,+,128035345,128048637,chr10-4983
Ptges3,NM_019766,chr10,+,128058981,128077254,chr10-4984
Atp5b,NM_016774,chr10,+,128083306,128090388,chr10-4985
Baz2a,NM_054078,chr10,+,128092782,128129303,chr10-4985
Gls2,NM_001285779,chr10,+,128194634,128210004,chr10-4989
Rbms2,NM_001039080,chr10,-,128129469,128180297,chr10-4989
Timeless,NM_001164080,chr10,+,128232062,128252941,chr10-4991
Mip,NM_008600,chr10,+,128225809,128231812,chr10-4991
Stat2,NM_019963,chr10,+,128270497,128292853,chr10-4992
Cnpy2,NM_019953,chr10,+,128322458,128327187,chr10-4994
Pan2,NM_001358822,chr10,+,128303334,128321358,chr10-4994
Cs,NM_026444,chr10,+,128337726,128362482,chr10-4995
Coq10a,NM_001081040,chr10,-,128363096,128370037,chr10-4996
