200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,MLI1_pol_ass,MLI1_spk_ass,log2FC_M2P
chr9-g369,chr9,73800000,74000000,0.40514,Unc13c,1.0,489614,489614.0,489614.0,489614.0,489614.0,9,0,0,0,0,5.229935065698017
chr9-g376,chr9,75200000,75400000,0.46149,"Myo5a, Myo5c, Gnb5, Bcl2l10, Mapk6",5.0,"152482, 73437, 39636, 3883, 23235",152482.0,3883.0,58534.6,39636.0,9,0,0,0,0,2.128719315724029
chr9-g377,chr9,75400000,75600000,0.44707,"Mapk6, 4933433G15Rik, Leo1, Gm7972, Tmod3, Tmod2",6.0,"23235, 5354, 24909, 18109, 61874, 45704",61874.0,5354.0,29864.166666666668,24072.0,9,0,0,0,0,2.128719315724029
chr9-g378,chr9,75600000,75800000,0.412755,"Tmod2, Lysmd2, Scg3, Bmp5",4.0,"45704, 12042, 40691, 124952",124952.0,12042.0,55847.25,43197.5,9,0,0,0,0,2.956945842233837
chr9-g392,chr9,78400000,78600000,0.4409899999999999,"Ddx43, Mto1, Cgas, Eef1a1, Slc17a5",5.0,"27813, 25943, 12720, 3271, 51559",51559.0,3271.0,24261.2,25943.0,9,0,1,0,0,2.733697096567232
chr9-g397,chr9,79400000,79600000,0.3947099999999999,"Gm10635, Col12a1",2.0,"75266, 119736",119736.0,75266.0,97501.0,97501.0,9,0,1,0,0,5.62893877350472
chr9-g398,chr9,79600000,79800000,0.3999,"Col12a1, Cox7a2, Tmem30a, 4930429F24Rik",4.0,"119736, 4613, 24490, 9595",119736.0,4613.0,39608.5,17042.5,9,0,0,0,0,2.253833510966504
chr9-g414,chr9,82800000,83000000,0.37607,"Irak1bp1, Phip",2.0,"17883, 109331",109331.0,17883.0,63607.0,63607.0,9,0,0,0,0,3.0264589533760557
chr9-g416,chr9,83200000,83400000,0.40807,Lca5,1.0,49773,49773.0,49773.0,49773.0,49773.0,9,0,0,0,0,4.261965448630717
chr9-g417,chr9,83400000,83600000,0.42759,"Lca5, Gm2087, Sh3bgrl2",3.0,"49773, 23028, 51954",51954.0,23028.0,41585.0,49773.0,9,0,0,0,0,4.7858508239612085
chr9-g418,chr9,83600000,83800000,0.4268599999999999,"Sh3bgrl2, Gm2109, Elovl4",3.0,"51954, 1773, 27614",51954.0,1773.0,27113.666666666668,27614.0,9,0,0,0,0,6.175970545692262
chr9-g428,chr9,85600000,85800000,0.409645,Ibtk,1.0,61975,61975.0,61975.0,61975.0,61975.0,9,0,0,0,0,2.1804503166378666
chr9-g433,chr9,86600000,86800000,0.415825,"Me1, A330041J22Rik, Prss35, Snap91",4.0,"114552, 5812, 13874, 114782",114782.0,5812.0,62255.0,64213.0,9,0,0,0,0,2.0588871828541366
chr9-g434,chr9,86800000,87000000,0.412955,Snap91,1.0,114782,114782.0,114782.0,114782.0,114782.0,9,0,0,0,0,2.0588871828541366
chr9-g442,chr9,88400000,88600000,0.41022,"Snx14, Syncrip, Snhg5, Zfp949, Trim43a, 9430037G07Rik",6.0,"62175, 33034, 1845, 23067, 7934, 3919",62175.0,1845.0,21995.666666666668,15500.5,9,0,0,0,0,2.2275056361749392
chr9-g449,chr9,89800000,90000000,0.453495,"Mir184, 4930524O08Rik, Rasgrf1",3.0,"69, 37510, 117205",117205.0,69.0,51594.66666666666,37510.0,9,0,0,0,0,11.262424016711378
chr9-g450,chr9,90000000,90200000,0.4606,"Rasgrf1, Ctsh, Morf4l1, Adamts7",4.0,"117205, 21829, 23152, 37125",117205.0,21829.0,49827.75,30138.5,9,0,0,0,0,11.262424016711378
chr9-g451,chr9,90200000,90400000,0.4247250000000001,"Adamts7, Tbc1d2b",2.0,"37125, 68721",68721.0,37125.0,52923.0,52923.0,9,0,0,0,0,3.285709075119351
chr9-g456,chr9,91200000,91400000,0.4039399999999999,"Zic4, Zic1",2.0,"20377, 5455",20377.0,5455.0,12916.0,12916.0,9,0,0,0,0,6.584454629173961
chr9-g477,chr9,95400000,95600000,0.427615,"Chst2, U2surp, Paqr9, C730029A08Rik",4.0,"6345, 55103, 2305, 965",55103.0,965.0,16179.5,4325.0,9,0,0,0,0,3.263572164371482
chr9-g480,chr9,96000000,96200000,0.433575,"Xrn1, Gk5, Tfdp2",3.0,"103047, 65199, 127372",127372.0,65199.0,98539.33333333331,103047.0,9,0,0,0,0,2.1126951277071164
chr9-g481,chr9,96200000,96400000,0.41985,"Tfdp2, Atp1b3",2.0,"127372, 31776",127372.0,31776.0,79574.0,79574.0,9,0,0,0,0,2.143988087463311
chr9-g484,chr9,96800000,97000000,0.4779899999999999,"Pxylp1, Ppia, Spsb4",3.0,"66132, 740, 74874",74874.0,740.0,47248.66666666666,66132.0,9,0,0,0,0,4.081865714189352
chr9-g487,chr9,97400000,97600000,0.43968,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,-4.541956378646596
chr9-g488,chr9,97600000,97800000,0.43213,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,-4.541956378646596
chr9-g489,chr9,97800000,98000000,0.42904,Clstn2,1.0,588773,588773.0,588773.0,588773.0,588773.0,9,0,0,0,0,-4.541956378646596
chr9-g490,chr9,98000000,98200000,0.4352149999999999,"Clstn2, 4921534H16Rik",2.0,"588773, 8756",588773.0,8756.0,298764.5,298764.5,9,0,0,0,0,-4.541956378646596
chr9-g496,chr9,99200000,99400000,0.452065,"Cep70, Faiml, 4930422M22Rik, Esyt3, Mras",5.0,"57063, 7864, 5723, 48564, 51293",57063.0,5723.0,34101.4,48564.0,9,0,0,0,0,2.496607119775361
chr9-g497,chr9,99400000,99600000,0.4407999999999999,"Mras, Nme9, 1600029I14Rik, Armc8, Dbr1",5.0,"51293, 23657, 4331, 50655, 8545",51293.0,4331.0,27696.2,23657.0,9,0,0,0,0,2.0848370818489994
chr9-g498,chr9,99600000,99800000,0.44628,"A4gnt, Dzip1l, Cldn18",3.0,"9866, 40498, 26471",40498.0,9866.0,25611.666666666668,26471.0,9,0,0,0,0,2.286784833613185
chr9-g502,chr9,100400000,100600000,0.425225,"Il20rb, Nck1, Slc35g2",3.0,"28755, 51833, 18898",51833.0,18898.0,33162.0,28755.0,9,0,0,0,0,2.0840055294279645
chr9-g503,chr9,100600000,100800000,0.3809549999999999,Stag1,1.0,315097,315097.0,315097.0,315097.0,315097.0,9,0,0,0,0,2.49279691747069
chr9-g504,chr9,100800000,101000000,0.384195,"Stag1, Pccb",2.0,"315097, 52853",315097.0,52853.0,183975.0,183975.0,9,0,1,0,0,2.49279691747069
chr9-g509,chr9,101800000,102000000,0.435425,Ephb1,1.0,432566,432566.0,432566.0,432566.0,432566.0,9,0,0,0,0,5.279049025450432
chr9-g510,chr9,102000000,102200000,0.45649,Ephb1,1.0,432566,432566.0,432566.0,432566.0,432566.0,9,0,0,0,0,5.279049025450432
chr9-g511,chr9,102200000,102400000,0.46151,"Ephb1, Mir7243",2.0,"432566, 52",432566.0,52.0,216309.0,216309.0,9,0,0,0,0,5.279049025450432
chr9-g514,chr9,102800000,103000000,0.453235,Ryk,1.0,73388,73388.0,73388.0,73388.0,73388.0,9,0,0,0,0,2.234029771419256
chr9-g515,chr9,103000000,103200000,0.485655,"Slco2a1, Rab6b, Srprb",3.0,"87515, 73197, 14033",87515.0,14033.0,58248.333333333336,73197.0,9,0,0,0,0,5.045770106965235
chr9-g516,chr9,103200000,103400000,0.45005,"Srprb, Trf, 1300017J02Rik, Topbp1, Cdv3",5.0,"14033, 21411, 37768, 45101, 12679",45101.0,12679.0,26198.4,21411.0,9,0,0,0,0,2.200630641832257
chr9-g517,chr9,103400000,103600000,0.4621599999999999,"5830418P13Rik, Bfsp2, Tmem108, 4932413F04Rik",4.0,"37683, 55325, 278902, 8802",278902.0,8802.0,95178.0,46504.0,9,0,0,0,0,1.0945415365753737
chr9-g518,chr9,103600000,103800000,0.4397299999999999,Tmem108,1.0,278902,278902.0,278902.0,278902.0,278902.0,9,0,0,0,0,4.589066144511536
chr9-g520,chr9,104000000,104200000,0.437435,"Nphp3, Uba5, Acad11, Ackr4, Dnajc13",5.0,"41268, 16534, 63933, 28506, 111334",111334.0,16534.0,52315.0,41268.0,9,0,0,0,0,2.5458162337005503
chr9-g521,chr9,104200000,104400000,0.4343399999999999,"Dnajc13, Acpp",2.0,"111334, 38723",111334.0,38723.0,75028.5,75028.5,9,0,0,0,0,2.5458162337005503
chr9-g531,chr9,106200000,106400000,0.509425,"Tlr9, Twf2, Alas1, Poc1a, Dusp7",5.0,"4279, 12280, 14500, 68831, 7092",68831.0,4279.0,21396.4,12280.0,9,0,0,0,0,2.295017394213381
chr9-g532,chr9,106400000,106600000,0.4833499999999999,"Abhd14b, Rpl29, Acy1, Abhd14a, Pcbp4, Gpr62, Parp3, Iqcf1, Rrp9, Iqcf5, Iqcf3, Iqcf4",12.0,"4279, 2158, 5256, 7626, 10174, 1981, 6628, 2283, 8107, 1431, 18238, 2649",18238.0,1431.0,5900.833333333333,4767.5,9,0,0,0,0,2.0981501402878138
chr9-g536,chr9,107200000,107400000,0.482565,"Dock3, Mapkapk3, Cish, 6430571L13Rik, Hemk1, Cacna2d2",6.0,"339085, 34951, 6126, 9044, 11269, 129464",339085.0,6126.0,88323.16666666667,23110.0,9,0,0,0,0,-2.2351323448692693
chr9-g537,chr9,107400000,107600000,0.5235449999999999,"Cacna2d2, Zmynd10, Tmem115, Nprl2, Cyb561d2, Rassf1, Tusc2, Hyal2, Hyal1, Ifrd2, Naa80, Hyal3, Lsmem2, Sema3b",14.0,"129464, 4018, 4712, 3498, 3183, 10713, 2854, 3616, 4002, 5321, 3380, 6064, 4003, 11568",129464.0,2854.0,14028.285714285714,4010.5,9,0,0,0,0,-2.2351323448692693
chr9-g538,chr9,107600000,107800000,0.49532,"Sema3b, Gnai2, Slc38a3, Gnat1, Sema3f, Rbm5, Rbm6",7.0,"11568, 21218, 17814, 5198, 28974, 30508, 99261",99261.0,5198.0,30648.714285714286,21218.0,9,0,0,0,0,2.2193222507261816
chr9-g540,chr9,108000000,108200000,0.497935,"Ip6k1, Gmppb, Amigo3, Rnf123, Mir7088, Mst1, Apeh, Bsn, 4930447F24Rik",9.0,"46135, 2657, 2543, 27704, 86, 4592, 9067, 94362, 4850",94362.0,86.0,21332.88888888889,4850.0,9,0,0,1,0,2.111129817312014
chr9-g541,chr9,108200000,108400000,0.454985,"Dag1, Nicn1, Amt, Rhoa, Tcta, Usp4, Gpx1, 1700102P08Rik",8.0,"59098, 6056, 5398, 31147, 3205, 44699, 1263, 4934",59098.0,1263.0,19475.0,5727.0,9,0,0,0,0,2.335221062056532
chr9-g542,chr9,108400000,108600000,0.47839,"Ccdc36, BC048562, Klhdc8b, Ccdc71, Mir12206, Usp19, Lamb2, Qars, Qrich1, Mir425, Mir191, Impdh2, Dalrd3, Ndufaf3, Wdr6, P4htm",16.0,"24850, 9602, 13943, 5428, 67, 11662, 10669, 7937, 43081, 85, 74, 5149, 2880, 1849, 6403, 18751",43081.0,67.0,10151.875,7170.0,9,0,0,0,0,3.0225089764690045
chr9-g543,chr9,108600000,108800000,0.441315,"Arih2, Slc25a20, Prkar2a, Ip6k2",4.0,"50739, 22507, 58302, 10340",58302.0,10340.0,35472.0,36623.0,9,0,0,0,0,3.1545710429599123
chr9-g545,chr9,109000000,109200000,0.4735,"Pfkfb4, Shisa5, Trex1, Atrip, Atrip-trex1, Ccdc51, Plxnb1, Tma7, Fbxw21, Fbxw13",10.0,"40324, 19226, 1792, 14378, 16165, 10868, 24480, 4394, 22569, 16749",40324.0,1792.0,17094.5,16457.0,9,0,0,0,0,2.1858812257582567
chr9-g549,chr9,109800000,110000000,0.439795,"Spink8, Nme6, 3000002C10Rik, Camp, Cdc25a, Mir7089, Map4",7.0,"10001, 10168, 1278, 2080, 18312, 68, 152181",152181.0,68.0,27726.85714285714,10001.0,9,0,0,0,0,3.813875495630641
chr9-g551,chr9,110200000,110400000,0.466315,"Smarcc1, Cspg5, Mir6236, Elp6, Scap, Ptpn23",6.0,"108155, 18794, 123, 16911, 51662, 23122",108155.0,123.0,36461.16666666666,20958.0,9,0,0,0,0,5.38895185722663
chr9-g556,chr9,111200000,111400000,0.44136,"Lrrfip2, Mlh1, Epm2aip1, Trank1",4.0,"107558, 43381, 7247, 84037",107558.0,7247.0,60555.75,63709.0,9,0,0,0,0,2.733584276969508
chr9-g557,chr9,111400000,111600000,0.451545,"Dclk3, Stac",2.0,"50531, 128912",128912.0,50531.0,89721.5,89721.5,9,0,0,0,0,-8.028164649250842
chr9-g558,chr9,111600000,111800000,0.432595,Stac,1.0,128912,128912.0,128912.0,128912.0,128912.0,9,0,0,0,0,-8.028164649250842
chr9-g569,chr9,113800000,114000000,0.42549,"Clasp2, Ubp1, Fbxl2",3.0,"101431, 46880, 49794",101431.0,46880.0,66035.0,49794.0,9,0,0,0,0,2.131750403805221
chr9-g570,chr9,114000000,114200000,0.446165,"Fbxl2, Susd5",2.0,"49794, 41380",49794.0,41380.0,45587.0,45587.0,9,0,0,0,0,2.131750403805221
chr9-g573,chr9,114600000,114800000,0.464055,"Cnot10, Dync1li1, Cmtm6, Cmtm7, Cmtm8",5.0,"54327, 34947, 18141, 25158, 54808",54808.0,18141.0,37476.2,34947.0,9,0,1,0,0,2.9885063049490888
chr9-g574,chr9,114800000,115000000,0.4757,"Cmtm8, Gpd1l, Osbpl10",3.0,"54808, 34649, 254789",254789.0,34649.0,114748.66666666669,54808.0,9,0,0,0,0,3.6760586118662433
chr9-g575,chr9,115000000,115200000,0.475315,Osbpl10,1.0,254789,254789.0,254789.0,254789.0,254789.0,9,0,0,0,0,3.8509981222758265
chr9-g576,chr9,115200000,115400000,0.45093,"Osbpl10, Stt3b, Stmn1-rs1, 4930428G15Rik, Mir467h",5.0,"254789, 67999, 979, 5764, 121",254789.0,121.0,65930.4,5764.0,9,0,0,0,0,3.8509981222758265
chr9-g594,chr9,118800000,119000000,0.4775849999999999,"Itga9, Ctdspl",2.0,"294295, 117584",294295.0,117584.0,205939.5,205939.5,9,0,0,0,0,5.094555516280253
chr9-g595,chr9,119000000,119200000,0.5081450000000001,"Ctdspl, Mir26a-1, Vill, Plcd1, Dlec1, Acaa1b, Slc22a14, Slc22a13",8.0,"117584, 90, 18748, 21975, 41774, 9051, 20940, 16128",117584.0,90.0,30786.25,19844.0,9,0,0,0,0,5.094555516280253
chr9-g596,chr9,119200000,119400000,0.45749,"Slc22a13, Slc22a13b, Oxsr1, Acaa1a, Myd88, Xylb",6.0,"16128, 11202, 83995, 9002, 4085, 36417",83995.0,4085.0,26804.83333333333,13665.0,9,0,0,0,0,1.9480979853585572
chr9-g600,chr9,120000000,120200000,0.477965,"Xirp1, Cx3cr1, Ccr8, Slc25a38, Rpsa, Mobp, Snora62",7.0,"9844, 19614, 2774, 14123, 4604, 26356, 128",26356.0,128.0,11063.285714285714,9844.0,9,0,0,0,0,2.6847031940706065
chr9-g601,chr9,120200000,120400000,0.4686349999999999,Myrip,1.0,170762,170762.0,170762.0,170762.0,170762.0,9,0,0,0,0,4.791011896136953
chr9-g602,chr9,120400000,120600000,0.47521,"Myrip, Eif1b, Entpd3, Rpl14, 5830454E08Rik",5.0,"170762, 2722, 28509, 3137, 743",170762.0,743.0,41174.6,3137.0,9,0,0,0,0,4.791011896136953
chr9-g610,chr9,122000000,122200000,0.4628899999999999,"Snrk, Ano10",2.0,"52244, 118550",118550.0,52244.0,85397.0,85397.0,9,0,0,0,0,2.9092392680741983
chr9-g615,chr9,123000000,123200000,0.45885,"Kif15, Tmem42, Tgm4, Zdhhc3, Exosc7, Clec3b, Cdcp1",7.0,"67653, 2166, 32818, 40897, 22899, 6487, 43754",67653.0,2166.0,30953.42857142857,32818.0,9,0,0,0,0,2.0917965057179857
chr10-g19,chr10,3800000,4000000,0.43062,"Plekhg1, Mthfd1l",2.0,"226926, 194007",226926.0,194007.0,210466.5,210466.5,10,0,0,0,0,5.47140085907951
chr10-g20,chr10,4000000,4200000,0.44771,Mthfd1l,1.0,194007,194007.0,194007.0,194007.0,194007.0,10,0,0,0,0,5.47140085907951
chr10-g29,chr10,5800000,6000000,0.4102099999999999,"Fbxo5, Mtrf1l, Rgs17",3.0,"6308, 12057, 96737",96737.0,6308.0,38367.333333333336,12057.0,10,0,0,0,0,7.023733387803349
chr10-g33,chr10,6600000,6800000,0.392715,Oprm1,1.0,279617,279617.0,279617.0,279617.0,279617.0,10,0,0,0,0,3.0863408129592886
chr10-g34,chr10,6800000,7000000,0.4071,"Oprm1, Ipcef1",2.0,"279617, 111643",279617.0,111643.0,195630.0,195630.0,10,0,0,0,0,3.4104758890657187
chr10-g35,chr10,7000000,7200000,0.4385,"Oprm1, Ipcef1, Cnksr3",3.0,"279617, 111643, 93176",279617.0,93176.0,161478.66666666666,111643.0,10,0,0,0,0,3.4104758890657187
chr10-g38,chr10,7600000,7800000,0.4297899999999999,"Lrp11, Pcmt1, A630066F11Rik, Nup43, Lats1, Katna1, Ginm1, Ppil4",8.0,"35678, 53314, 1253, 11383, 35253, 37151, 12971, 29670",53314.0,1253.0,27084.125,32461.5,10,0,0,0,0,2.226007710396434
chr10-g41,chr10,8200000,8400000,0.436415,Ust,1.0,314073,314073.0,314073.0,314073.0,314073.0,10,0,0,0,0,5.462463422679512
chr10-g42,chr10,8400000,8600000,0.43018,Ust,1.0,314073,314073.0,314073.0,314073.0,314073.0,10,0,0,0,0,5.462463422679512
chr10-g48,chr10,9600000,9800000,0.408215,"Samd5, Gm6150, Stxbp5",3.0,"47950, 7188, 145494",145494.0,7188.0,66877.33333333333,47950.0,10,0,0,0,0,4.732838295560716
chr10-g49,chr10,9800000,10000000,0.4004049999999999,Stxbp5,1.0,145494,145494.0,145494.0,145494.0,145494.0,10,0,0,0,0,4.732838295560716
chr10-g61,chr10,12200000,12400000,0.40417,Utrn,1.0,479548,479548.0,479548.0,479548.0,479548.0,10,0,0,0,0,4.653747972618184
chr10-g62,chr10,12400000,12600000,0.40365,Utrn,1.0,479548,479548.0,479548.0,479548.0,479548.0,10,0,0,0,0,4.653747972618184
chr10-g63,chr10,12600000,12800000,0.412545,Utrn,1.0,479548,479548.0,479548.0,479548.0,479548.0,10,0,0,0,0,4.653747972618184
chr10-g64,chr10,12800000,13000000,0.442505,"Utrn, B230208H11Rik, Stx11",3.0,"479548, 6482, 24277",479548.0,6482.0,170102.33333333334,24277.0,10,0,0,0,0,4.653747972618184
chr10-g67,chr10,13400000,13600000,0.42769,"Phactr2, Fuca2, Pex3, Adat2",4.0,"266680, 14601, 29301, 10470",266680.0,10470.0,80263.0,21951.0,10,0,0,0,0,2.7217608794724164
chr10-g68,chr10,13600000,13800000,0.419165,Aig1,1.0,221903,221903.0,221903.0,221903.0,221903.0,10,0,0,0,0,2.370880940478353
chr10-g69,chr10,13800000,14000000,0.41939,"Aig1, Gm32172, Hivep2",3.0,"221903, 7929, 185000",221903.0,7929.0,138277.33333333334,185000.0,10,1,0,0,0,2.370880940478353
chr10-g73,chr10,14600000,14800000,0.38558,"Vta1, 1700016L04Rik, Gje1, Nmbr",4.0,"50157, 53411, 2589, 11512",53411.0,2589.0,29417.25,30834.5,10,0,0,0,0,2.020099275067349
chr10-g88,chr10,17600000,17800000,0.41399,"Cited2, Txlnb",2.0,"2447, 49445",49445.0,2447.0,25946.0,25946.0,10,0,0,0,0,2.359553867737075
chr10-g89,chr10,17800000,18000000,0.4038599999999999,"Txlnb, Heca",2.0,"49445, 47602",49445.0,47602.0,48523.5,48523.5,10,0,0,0,0,4.593889518036288
chr10-g90,chr10,18000000,18200000,0.42358,"Abracl, Reps1, Ect2l",3.0,"11993, 69216, 82453",82453.0,11993.0,54554.0,69216.0,10,0,0,0,0,3.736666732792538
chr10-g97,chr10,19400000,19600000,0.41448,"Gm33104, Ifngr1",2.0,"20604, 18279",20604.0,18279.0,19441.5,19441.5,10,0,0,0,0,4.065985255624968
chr10-g98,chr10,19600000,19800000,0.41649,"Ifngr1, Il22ra2, Il20ra",3.0,"18279, 12654, 47467",47467.0,12654.0,26133.33333333333,18279.0,10,0,0,0,0,4.065985255624968
chr10-g100,chr10,20000000,20200000,0.4399,"Map3k5, Map7, 4930405J17Rik",3.0,"208225, 132671, 2608",208225.0,2608.0,114501.33333333331,132671.0,10,0,0,0,0,4.89952868032425
chr10-g101,chr10,20200000,20400000,0.4297499999999999,"Map7, 4930405J17Rik, Rpl32l, Mir6413, Bclaf1, Mtfr2, Pde7b",7.0,"132671, 2608, 592, 108, 30033, 13851, 328027",328027.0,108.0,72555.71428571429,13851.0,10,0,0,0,1,0.3733030769849776
chr10-g102,chr10,20400000,20600000,0.42349,Pde7b,1.0,328027,328027.0,328027.0,328027.0,328027.0,10,0,0,0,0,-5.096399388020933
chr10-g103,chr10,20600000,20800000,0.41173,Pde7b,1.0,328027,328027.0,328027.0,328027.0,328027.0,10,0,0,0,1,-5.096399388020933
chr10-g104,chr10,20800000,21000000,0.40303,Ahi1,1.0,127883,127883.0,127883.0,127883.0,127883.0,10,0,0,0,1,2.00134021171071
chr10-g105,chr10,21000000,21200000,0.42706,"Ahi1, Myb, Gm33619",3.0,"127883, 36055, 1675",127883.0,1675.0,55204.333333333336,36055.0,10,0,0,0,1,2.00134021171071
chr10-g109,chr10,21800000,22000000,0.43737,Sgk1,1.0,117719,117719.0,117719.0,117719.0,117719.0,10,0,0,0,1,3.282083735047398
chr10-g123,chr10,24600000,24800000,0.42046,"Enpp1, Enpp3",2.0,"74246, 62382",74246.0,62382.0,68314.0,68314.0,10,0,0,0,0,7.620949304178485
chr10-g124,chr10,24800000,25000000,0.422965,"Enpp3, Med23, Mir6905, Arg1",4.0,"62382, 43544, 70, 12264",62382.0,70.0,29565.0,27904.0,10,0,0,0,0,2.418952265243511
chr10-g125,chr10,25000000,25200000,0.42866,Akap7,1.0,130074,130074.0,130074.0,130074.0,130074.0,10,1,0,0,0,3.4166089442469536
chr10-g126,chr10,25200000,25400000,0.4259199999999999,"Akap7, Epb41l2",2.0,"130074, 163721",163721.0,130074.0,146897.5,146897.5,10,1,0,0,0,3.4166089442469536
chr10-g140,chr10,28000000,28200000,0.401205,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,7.394067962938468
chr10-g141,chr10,28200000,28400000,0.3833499999999999,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,7.394067962938468
chr10-g142,chr10,28400000,28600000,0.37914,Ptprk,1.0,522578,522578.0,522578.0,522578.0,522578.0,10,0,0,0,0,7.394067962938468
chr10-g157,chr10,31400000,31600000,0.401285,"Tpd52l1, Supt4b, Rnf217",3.0,"113586, 710, 107839",113586.0,710.0,74045.0,107839.0,10,0,0,0,0,6.603367514513872
chr10-g158,chr10,31600000,31800000,0.396865,Rnf217,1.0,107839,107839.0,107839.0,107839.0,107839.0,10,0,0,0,0,6.603367514513872
chr10-g159,chr10,31800000,32000000,0.380135,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,3.2652781097690826
chr10-g160,chr10,32000000,32200000,0.3725749999999999,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,3.2652781097690826
chr10-g161,chr10,32200000,32400000,0.36772,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,3.2652781097690826
chr10-g162,chr10,32400000,32600000,0.3690049999999999,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,0,0,0,3.2652781097690826
chr10-g163,chr10,32600000,32800000,0.373375,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,1,0,0,3.2652781097690826
chr10-g164,chr10,32800000,33000000,0.38189,Nkain2,1.0,939337,939337.0,939337.0,939337.0,939337.0,10,0,1,0,0,3.2652781097690826
chr10-g169,chr10,33800000,34000000,0.3905299999999999,"Sult3a1, Rsph4a, Zup1, A830082N09Rik, Rwdd1",5.0,"21754, 10911, 32118, 7840, 23062",32118.0,7840.0,19137.0,21754.0,10,0,0,0,0,1.945983200254539
chr10-g170,chr10,34000000,34200000,0.406255,"Rwdd1, Trappc3l, Calhm4, Calhm5, Calhm6, Dse",6.0,"23062, 72219, 5530, 5168, 1906, 55847",72219.0,1906.0,27288.666666666668,14296.0,10,0,0,0,0,1.945983200254539
chr10-g171,chr10,34200000,34400000,0.40678,"Dse, Tspyl1, Tspyl4, Nt5dc1, Col10a1",5.0,"55847, 2696, 3900, 114943, 7105",114943.0,2696.0,36898.2,7105.0,10,0,0,0,0,2.895358530822404
chr10-g182,chr10,36400000,36600000,0.38114,Hs3st5,1.0,327588,327588.0,327588.0,327588.0,327588.0,10,0,0,0,0,-2.522641700317577
chr10-g183,chr10,36600000,36800000,0.393795,Hs3st5,1.0,327588,327588.0,327588.0,327588.0,327588.0,10,0,0,0,0,-2.522641700317577
chr10-g184,chr10,36800000,37000000,0.4083799999999999,"Hs3st5, Hdac2",2.0,"327588, 27345",327588.0,27345.0,177466.5,177466.5,10,0,0,0,0,-2.522641700317577
chr10-g201,chr10,40200000,40400000,0.433365,"Rpf2, Gtf3c6, Rnu3a, Amd1, Amd2, Cdk19",6.0,"23794, 10012, 212, 14731, 14722, 134511",134511.0,212.0,32997.0,14726.5,10,0,0,0,0,1.9188279045580547
chr10-g203,chr10,40600000,40800000,0.433395,"Slc22a16, Ddo, Mettl24",3.0,"33771, 11558, 127802",127802.0,11558.0,57710.333333333336,33771.0,10,0,1,0,0,7.876057800634627
chr10-g204,chr10,40800000,41000000,0.41998,"Mettl24, Cdc40, Wasf1",3.0,"127802, 51522, 55036",127802.0,51522.0,78120.0,55036.0,10,0,0,0,0,3.8396470705481898
chr10-g215,chr10,43000000,43200000,0.44262,"Sobp, 9030612E09Rik",2.0,"172031, 1867",172031.0,1867.0,86949.0,86949.0,10,0,0,0,0,2.3894436746101344
chr10-g225,chr10,45000000,45200000,0.4406599999999999,Prep,1.0,95536,95536.0,95536.0,95536.0,95536.0,10,0,0,0,0,3.1055586401961666
chr10-g226,chr10,45200000,45400000,0.422975,"Popdc3, Gm15934, Bves, Lin28b",4.0,"29146, 2106, 36747, 93583",93583.0,2106.0,40395.5,32946.5,10,0,0,0,0,-4.097486386543944
chr10-g227,chr10,45400000,45600000,0.39332,"Lin28b, Hace1",2.0,"93583, 134517",134517.0,93583.0,114050.0,114050.0,10,0,0,0,0,-4.097486386543944
chr10-g261,chr10,52200000,52400000,0.4231649999999999,"Dcbld1, Gopc, Nepn",3.0,"87760, 45101, 12997",87760.0,12997.0,48619.333333333336,45101.0,10,0,0,0,0,2.4541040252339563
chr10-g263,chr10,52600000,52800000,0.39356,Slc35f1,1.0,421122,421122.0,421122.0,421122.0,421122.0,10,0,0,0,0,-4.146913288547004
chr10-g264,chr10,52800000,53000000,0.391195,Slc35f1,1.0,421122,421122.0,421122.0,421122.0,421122.0,10,0,0,0,0,-4.146913288547004
chr10-g265,chr10,53000000,53200000,0.40391,Slc35f1,1.0,421122,421122.0,421122.0,421122.0,421122.0,10,0,0,0,0,-4.146913288547004
chr10-g267,chr10,53400000,53600000,0.430865,"Gm36229, Gm20597, Mcm9, Asf1a",4.0,"14391, 20547, 93642, 12255",93642.0,12255.0,35208.75,17469.0,10,0,0,0,0,2.4173500013771383
chr10-g268,chr10,53600000,53800000,0.416085,"Mcm9, Asf1a, Fam184a",3.0,"93642, 12255, 117765",117765.0,12255.0,74554.0,93642.0,10,0,0,0,0,2.3703044453346798
